                                    Name,Clock.Today,PotatoHarvestRule.Script.FinalTag,Potato.Leaf.Live.Nconc,Potato.Stem.Live.Nconc,Potato.Tuber.Live.Nconc,Potato.Leaf.Live.Wt,Potato.Stem.Live.Wt,Potato.Tuber.Live.Wt,Potato.Summariser.Total.Live.Wt,Potato.Leaf.LAI,Potato.Leaf.LiveN,Potato.Stem.Live.N,Potato.Tuber.Live.N,Potato.Total.Live.N,Potato.Tuber.DMconc,Potato.Tuber.LiveFWt,Potato.Summariser.AboveGround.Live.Wt,Potato.Summariser.Aboveground.Live.N,ExtraVariables.Script.AccumTtemerg,Potato.Summariser.AboveGround.Dead.N,Potato.Summariser.AboveGroundDeadWt,Potato.Leaf.SpecificArea
       lynettsFertiliser3_150kg_planting, 1993-06-02,                            yield,                      ,                      ,                  0.015,              0.000,              0.000,            1524.400,                       1524.400,          0.000,                 ,                  ,             23.620,             23.620,              0.242,            6297.350,                                0.000,                                    ,                          1919.490,                                    ,                                   ,                        
       lynettsFertiliser4_300kg_planting, 1992-12-12,                                 ,                      ,                      ,                       ,             34.470,             20.310,               1.620,                         56.390,          0.680,                 ,                  ,                   ,                   ,              0.237,               9.100,                               54.780,                                    ,                           191.540,                                    ,                              2.050,               19607.570
       lynettsFertiliser4_300kg_planting, 1992-12-28,                                 ,                 0.055,                 0.027,                  0.019,             84.170,             65.480,              41.470,                        191.130,          2.150,            4.600,             1.780,              0.800,              7.180,              0.166,             248.300,                              149.660,                               0.640,                           364.560,                               0.300,                              7.150,               25598.820
       lynettsFertiliser4_300kg_planting, 1993-01-11,                                 ,                      ,                      ,                       ,            152.170,            127.910,             233.780,                        513.870,          4.130,                 ,                  ,                   ,                   ,              0.166,            1411.160,                              280.090,                                    ,                           519.870,                                    ,                              7.550,               27200.240
       lynettsFertiliser4_300kg_planting, 1993-01-25,                                 ,                 0.042,                 0.015,                  0.015,            153.560,            127.870,             550.430,                        831.870,          4.410,            6.470,             1.970,              8.020,             16.470,              0.192,            2868.650,                              281.430,                               0.840,                           698.180,                               0.180,                              8.040,               28860.770
       lynettsFertiliser4_300kg_planting, 1993-02-08,                                 ,                      ,                      ,                       ,            159.870,            162.830,            1067.670,                       1390.370,          3.850,                 ,                  ,                   ,                   ,              0.223,            4756.860,                              322.700,                                    ,                           855.270,                                    ,                             16.780,               23943.000
       lynettsFertiliser4_300kg_planting, 1993-02-23,                                 ,                 0.040,                 0.013,                  0.014,            188.100,            190.460,            1357.890,                       1641.810,          5.350,            5.720,             1.830,             19.130,             26.680,              0.212,            6447.160,                              378.560,                               0.750,                          1045.910,                               0.260,                             15.020,               27604.221
       lynettsFertiliser4_300kg_planting, 1993-03-09,                                 ,                      ,                      ,                       ,            135.910,            165.250,            1674.930,                       1976.100,          3.810,                 ,                  ,                   ,                   ,              0.220,            7599.460,                              301.170,                                    ,                          1224.960,                                    ,                             59.590,               27857.881
       lynettsFertiliser4_300kg_planting, 1993-03-22,                                 ,                 0.034,                 0.011,                  0.015,             59.870,            126.040,            1615.600,                       1801.510,          1.080,            2.020,             1.370,             24.510,             27.900,              0.224,            7208.320,                              185.910,                               0.340,                          1363.270,                               0.890,                             41.830,                5098.610
       lynettsFertiliser4_300kg_planting, 1993-04-05,                                 ,                      ,                      ,                       ,              9.020,             40.110,            1597.600,                       1646.740,          0.030,                 ,                  ,                   ,                   ,              0.222,            7198.550,                               49.140,                                    ,                          1496.850,                                    ,                            117.240,                        
       lynettsFertiliser4_300kg_planting, 1993-06-02,                            yield,                      ,                      ,                  0.016,              0.000,              0.000,            1573.180,                       1573.180,          0.000,                 ,                  ,             25.580,             25.580,              0.238,            6629.630,                                0.000,                                    ,                          1919.490,                                    ,                                   ,                        
           lynettsFertiliser5_75kg_split, 1992-12-12,                                 ,                      ,                      ,                       ,             32.990,             22.730,               0.870,                         56.590,          0.770,                 ,                  ,                   ,                   ,              0.153,               5.400,                               55.720,                                    ,                           191.540,                                    ,                              1.210,               23427.631
           lynettsFertiliser5_75kg_split, 1992-12-28,                                 ,                 0.052,                 0.025,                  0.020,             78.760,             60.940,              40.820,                        180.520,          2.050,            4.140,             1.510,              0.730,              6.380,              0.177,             228.750,                              139.700,                               0.570,                           364.560,                               0.170,                              4.350,               25791.600
           lynettsFertiliser5_75kg_split, 1993-01-11,                                 ,                      ,                      ,                       ,            116.080,             99.040,             218.050,                        433.170,          3.200,                 ,                  ,                   ,                   ,              0.169,            1281.740,                              215.120,                                    ,                           519.870,                                    ,                              8.420,               27476.670
           lynettsFertiliser5_75kg_split, 1993-01-25,                                 ,                 0.037,                 0.012,                  0.012,            161.570,            159.370,             609.680,                        930.620,          4.420,            6.010,             1.860,              7.450,             15.330,              0.193,            3141.270,                              320.940,                               0.790,                           698.180,                               0.160,                              7.650,               27326.580
           lynettsFertiliser5_75kg_split, 1993-02-08,                                 ,                      ,                      ,                       ,            181.910,            153.610,             866.460,                        985.360,          4.030,                 ,                  ,                   ,                   ,              0.212,            4085.800,                              335.520,                                    ,                           855.270,                                    ,                             11.420,               20798.520
           lynettsFertiliser5_75kg_split, 1993-02-23,                                 ,                 0.036,                 0.009,                  0.012,            126.620,            131.300,            1344.280,                       1602.210,          3.520,            4.520,             1.210,             16.090,             21.810,              0.229,            5883.100,                              257.920,                               0.570,                          1045.910,                               0.250,                             12.360,               26824.850
           lynettsFertiliser5_75kg_split, 1993-03-09,                                 ,                      ,                      ,                       ,             82.330,            122.750,            1505.540,                       1710.610,          2.490,                 ,                  ,                   ,                   ,              0.232,            6501.080,                              205.070,                                    ,                          1224.960,                                    ,                             37.680,               30468.199
           lynettsFertiliser5_75kg_split, 1993-03-22,                                 ,                 0.032,                 0.008,                  0.013,             33.870,             44.650,            1457.400,                       1535.910,          0.280,            1.400,             0.470,             18.960,             20.360,              0.236,            6177.790,                               78.520,                               0.190,                          1363.270,                               1.020,                             73.150,                        
           lynettsFertiliser5_75kg_split, 1993-04-05,                                 ,                      ,                      ,                       ,              0.720,              4.600,            1588.710,                       1594.020,          0.000,                 ,                  ,                   ,                   ,              0.233,            6778.370,                                5.320,                                    ,                          1496.850,                                    ,                            125.490,                        
           lynettsFertiliser5_75kg_split, 1993-06-02,                            yield,                      ,                      ,                  0.013,              0.000,              0.000,            1520.380,                       1520.380,          0.000,                 ,                  ,             19.200,             19.200,              0.247,            6145.830,                                0.000,                                    ,                          1919.490,                                    ,                                   ,                        
          lynettsFertiliser6_150kg_split, 1992-12-12,                                 ,                      ,                      ,                       ,             35.630,             22.510,               0.820,                         58.960,          0.760,                 ,                  ,                   ,                   ,              0.356,               3.030,                               58.140,                                    ,                           191.540,                                    ,                              0.460,               21519.869
          lynettsFertiliser6_150kg_split, 1992-12-28,                                 ,                 0.050,                 0.025,                  0.018,             82.680,             63.090,              40.970,                        186.740,          2.160,            4.160,             1.560,              0.720,              6.440,              0.170,             236.410,                              145.760,                               0.570,                           364.560,                               0.200,                              5.090,               25901.980
          lynettsFertiliser6_150kg_split, 1993-01-11,                                 ,                      ,                      ,                       ,            171.030,            150.310,             284.540,                        605.880,          3.810,                 ,                  ,                   ,                   ,              0.169,            1676.960,                              321.340,                                    ,                           519.870,                                    ,                             11.230,               20945.080
          lynettsFertiliser6_150kg_split, 1993-01-25,                                 ,                 0.041,                 0.014,                  0.014,            169.240,            152.250,             675.920,                        997.420,          4.520,            6.760,             2.050,              9.710,             18.530,              0.194,            3498.480,                              321.490,                               0.880,                           698.180,                               0.140,                              6.940,               26620.850
          lynettsFertiliser6_150kg_split, 1993-02-08,                                 ,                      ,                      ,                       ,            136.640,            161.390,             933.480,                       1231.510,          3.140,                 ,                  ,                   ,                   ,              0.208,            4503.120,                              298.030,                                    ,                           855.270,                                    ,                             23.180,               23122.660
          lynettsFertiliser6_150kg_split, 1993-02-23,                                 ,                 0.038,                 0.011,                  0.014,            148.200,            130.240,            1188.170,                       1397.010,          4.550,            4.150,             1.450,             16.010,             21.250,              0.221,            5380.220,                              278.450,                               0.700,                          1045.910,                               0.260,                             10.830,               30106.131
          lynettsFertiliser6_150kg_split, 1993-03-09,                                 ,                      ,                      ,                       ,             95.950,            120.110,            1339.880,                       1555.940,          2.650,                 ,                  ,                   ,                   ,              0.229,            5860.150,                              216.060,                                    ,                          1224.960,                                    ,                             24.540,               26935.430
          lynettsFertiliser6_150kg_split, 1993-03-22,                                 ,                 0.034,                 0.010,                  0.013,             53.260,             95.360,            1682.830,                       1831.440,          1.010,            1.730,             0.910,             22.170,             24.800,              0.233,            7215.250,                              148.620,                               0.260,                          1363.270,                               0.960,                             50.860,                        
          lynettsFertiliser6_150kg_split, 1993-04-05,                                 ,                      ,                      ,                       ,              1.580,              5.000,            1602.450,                       1609.030,          0.000,                 ,                  ,                   ,                   ,              0.229,            7001.440,                                6.580,                                    ,                          1496.850,                                    ,                            157.640,                        
          lynettsFertiliser6_150kg_split, 1993-06-02,                            yield,                      ,                      ,                  0.014,              0.000,              0.000,            1549.830,                       1549.830,          0.000,                 ,                  ,             22.000,             22.000,              0.243,            6365.780,                                0.000,                                    ,                          1919.490,                                    ,                                   ,                        
          lynettsFertiliser7_300kg_split, 1992-12-12,                                 ,                      ,                      ,                       ,             35.260,             23.820,               1.280,                         60.370,          0.810,                 ,                  ,                   ,                   ,              0.201,               7.660,                               59.080,                                    ,                           191.540,                                    ,                              1.850,               22770.680
          lynettsFertiliser7_300kg_split, 1992-12-28,                                 ,                 0.054,                 0.025,                  0.019,            101.700,             62.540,              60.180,                        224.430,          2.910,            5.470,             1.550,              1.100,              8.120,              0.180,             333.390,                              164.250,                               0.700,                           364.560,                               0.160,                              3.230,               28169.000
          lynettsFertiliser7_300kg_split, 1993-01-11,                                 ,                      ,                      ,                       ,            173.270,            135.410,             302.220,                        610.900,          4.230,                 ,                  ,                   ,                   ,              0.167,            1811.240,                              308.680,                                    ,                           519.870,                                    ,                             13.370,               23887.721
          lynettsFertiliser7_300kg_split, 1993-01-25,                                 ,                 0.040,                 0.015,                  0.015,            169.520,            149.610,             580.700,                        899.830,          4.540,            6.620,             2.260,              8.600,             17.480,              0.194,            3010.670,                              319.130,                               0.890,                           698.180,                               0.220,                              6.200,               26726.150
          lynettsFertiliser7_300kg_split, 1993-02-08,                                 ,                      ,                      ,                       ,            138.920,            147.810,             933.310,                       1220.030,          3.350,                 ,                  ,                   ,                   ,              0.201,            4658.940,                              286.730,                                    ,                           855.270,                                    ,                             21.820,               24052.740
          lynettsFertiliser7_300kg_split, 1993-02-23,                                 ,                 0.036,                 0.013,                  0.015,            159.330,            158.280,            1276.480,                       1594.090,          3.890,            5.820,             2.010,             19.320,             27.150,              0.214,            5973.630,                              317.610,                               0.780,                          1045.910,                               0.420,                             15.130,               24339.500
          lynettsFertiliser7_300kg_split, 1993-03-09,                                 ,                      ,                      ,                       ,            117.650,            140.010,            1584.010,                       1841.670,          3.320,                 ,                  ,                   ,                   ,              0.220,            7172.850,                              257.660,                                    ,                          1224.960,                                    ,                             30.140,               28154.391
          lynettsFertiliser7_300kg_split, 1993-03-22,                                 ,                 0.038,                 0.011,                  0.016,             47.410,            105.000,            1561.980,                       1714.390,          0.840,            1.820,             1.170,             24.730,             27.710,              0.221,            7047.950,                              152.410,                               0.300,                          1363.270,                               1.460,                             70.100,               12038.900
          lynettsFertiliser7_300kg_split, 1993-04-05,                                 ,                      ,                      ,                       ,              6.600,             34.830,            1700.200,                       1741.640,          0.030,                 ,                  ,                   ,                   ,              0.233,            7316.510,                               41.430,                                    ,                          1496.850,                                    ,                             96.000,                        
          lynettsFertiliser7_300kg_split, 1993-06-02,                            yield,                      ,                      ,                  0.017,              0.000,              0.000,            1667.180,                       1667.180,          0.000,                 ,                  ,             28.010,             28.010,              0.238,            6993.500,                                0.000,                                    ,                          1919.490,                                    ,                                   ,                        
                MtBenson_0506Fertiliser0, 2005-11-22,                                 ,                 0.069,                 0.054,                  0.026,             40.910,              6.450,               1.430,                          0.000,               ,            1.410,             0.180,              0.020,              1.610,              0.113,              12.490,                               47.370,                               0.160,                           125.650,                                    ,                                   ,                        
                MtBenson_0506Fertiliser0, 2005-11-30,                                 ,                 0.059,                 0.048,                  0.022,            122.150,             27.330,              26.240,                          0.030,               ,            3.630,             0.660,              0.290,              4.570,              0.139,             189.340,                              149.480,                               0.430,                           222.000,                                    ,                                   ,                        
                MtBenson_0506Fertiliser0, 2005-12-07,                                 ,                 0.055,                 0.037,                  0.019,            168.910,             50.760,             107.700,                          0.110,               ,            9.340,             1.900,              2.070,             13.310,              0.146,             736.570,                              219.670,                               1.120,                           320.690,                                    ,                                   ,                        
                MtBenson_0506Fertiliser0, 2005-12-20,                                 ,                 0.046,                 0.023,                  0.018,            244.090,             94.420,             421.940,                          0.420,               ,           11.120,             2.160,              7.740,             21.030,              0.160,            2629.630,                              338.510,                               1.330,                           493.130,                                    ,                                   ,                        
                MtBenson_0506Fertiliser0, 2006-01-05,                                 ,                 0.039,                 0.017,                  0.016,            240.700,            129.900,            1042.470,                          1.040,               ,            9.470,             2.200,             16.520,             28.200,              0.193,            5388.890,                              370.600,                               1.170,                           706.840,                                    ,                                   ,                        
                MtBenson_0506Fertiliser0, 2006-01-17,                                 ,                 0.031,                 0.011,                  0.015,            209.660,             99.930,            1292.980,                          1.290,               ,            6.380,             1.060,             19.430,             26.880,              0.205,            6311.730,                              309.590,                               0.740,                           868.000,                                    ,                                   ,                        
                MtBenson_0506Fertiliser0, 2006-02-06,                                 ,                 0.029,                 0.013,                  0.014,            167.500,             98.690,            1909.930,                          1.910,               ,            4.800,             1.250,             27.500,             33.550,              0.221,            8666.670,                              266.180,                               0.600,                          1121.220,                                    ,                                   ,                        
                MtBenson_0506Fertiliser0, 2006-02-15,                                 ,                      ,                      ,                  0.012,            164.460,            102.020,            2274.230,                          2.270,               ,                 ,                  ,             28.260,                   ,              0.240,            9466.050,                              266.480,                                    ,                          1243.230,                                    ,                                   ,                        
                MtBenson_0506Fertiliser0, 2006-02-28,                                 ,                      ,                      ,                  0.014,             76.590,             88.750,            2058.300,                          2.060,               ,                 ,                  ,             29.120,                   ,              0.223,            9302.470,                              165.340,                                    ,                          1420.970,                                    ,                                   ,                        
                MtBenson_0506Fertiliser0, 2006-03-07,                            yield,                      ,                      ,                  0.015,                   ,                   ,            1682.890,                          1.680,               ,                 ,                  ,             25.290,                   ,              0.225,            7466.820,                                     ,                                    ,                          1509.090,                                    ,                                   ,                        
              MtBenson_0506Fertiliser250, 2005-11-22,                                 ,                 0.067,                 0.055,                  0.025,             37.820,              6.500,               1.460,                          0.000,               ,            1.260,             0.180,              0.020,              1.460,              0.126,              11.570,                               44.320,                               0.140,                           125.650,                                    ,                                   ,                        
              MtBenson_0506Fertiliser250, 2005-11-30,                                 ,                 0.059,                 0.047,                  0.021,            139.670,             27.540,              29.190,                          0.030,               ,            4.130,             0.640,              0.310,              5.080,              0.133,             218.810,                              167.220,                               0.480,                           222.000,                                    ,                                   ,                        
              MtBenson_0506Fertiliser250, 2005-12-07,                                 ,                 0.055,                 0.039,                  0.020,            177.780,             54.630,             111.900,                          0.110,               ,            9.800,             2.130,              2.200,             14.130,              0.146,             761.710,                              232.410,                               1.190,                           320.690,                                    ,                                   ,                        
              MtBenson_0506Fertiliser250, 2005-12-20,                                 ,                 0.050,                 0.029,                  0.020,            293.180,            122.450,             369.010,                          0.370,               ,           14.660,             3.580,              7.230,             25.470,              0.158,            2336.420,                              415.640,                               1.820,                           493.130,                                    ,                                   ,                        
              MtBenson_0506Fertiliser250, 2006-01-05,                                 ,                 0.051,                 0.028,                  0.018,            238.840,            130.490,             844.430,                          0.840,               ,           12.130,             3.710,             15.200,             31.040,              0.184,            4589.510,                              369.330,                               1.580,                           706.840,                                    ,                                   ,                        
              MtBenson_0506Fertiliser250, 2006-01-17,                                 ,                 0.042,                 0.023,                  0.018,            254.950,            134.350,            1139.370,                          1.140,               ,            8.070,             2.300,             20.280,             30.650,              0.194,            5851.850,                              389.290,                               1.040,                           868.000,                                    ,                                   ,                        
              MtBenson_0506Fertiliser250, 2006-02-06,                                 ,                 0.039,                 0.025,                  0.018,            182.110,            175.960,            1743.250,                          1.740,               ,            5.300,             3.310,             31.030,             39.640,              0.207,            8345.680,                              358.070,                               0.860,                          1121.220,                                    ,                                   ,                        
              MtBenson_0506Fertiliser250, 2006-02-15,                                 ,                      ,                      ,                  0.015,            147.400,            133.930,            2100.000,                          2.100,               ,                 ,                  ,             31.190,                   ,              0.227,            9250.000,                              281.330,                                    ,                          1243.230,                                    ,                                   ,                        
              MtBenson_0506Fertiliser250, 2006-02-28,                                 ,                      ,                      ,                  0.017,             83.140,            126.230,            1847.810,                          1.850,               ,                 ,                  ,             30.670,                   ,              0.214,            8666.670,                              209.380,                                    ,                          1420.970,                                    ,                                   ,                        
              MtBenson_0506Fertiliser250, 2006-03-07,                            yield,                      ,                      ,                  0.018,                   ,                   ,            1890.550,                          1.890,               ,                 ,                  ,             33.270,                   ,              0.216,            8758.490,                                     ,                                    ,                          1509.090,                                    ,                                   ,                        
              MtBenson_0506Fertiliser276, 2005-11-22,                                 ,                 0.068,                 0.056,                  0.029,             35.210,              5.210,               0.570,                          0.000,               ,            1.200,             0.150,              0.010,              1.360,              0.117,               4.870,                               40.420,                               0.130,                           125.650,                                    ,                                   ,                        
              MtBenson_0506Fertiliser276, 2005-11-30,                                 ,                 0.059,                 0.048,                  0.020,            112.840,             23.700,              24.420,                          0.020,               ,            3.320,             0.560,              0.250,              4.130,              0.137,             178.260,                              136.540,                               0.390,                           222.000,                                    ,                                   ,                        
              MtBenson_0506Fertiliser276, 2005-12-07,                                 ,                      ,                      ,                       ,                   ,                   ,                    ,                               ,               ,                 ,                  ,                   ,                   ,                   ,                    ,                                     ,                                    ,                           320.690,                                    ,                                   ,                        
              MtBenson_0506Fertiliser276, 2005-12-20,                                 ,                      ,                      ,                       ,                   ,                   ,                    ,                               ,               ,                 ,                  ,                   ,                   ,                   ,                    ,                                     ,                                    ,                           493.130,                                    ,                                   ,                        
              MtBenson_0506Fertiliser276, 2006-01-05,                                 ,                      ,                      ,                       ,                   ,                   ,                    ,                               ,               ,                 ,                  ,                   ,                   ,                   ,                    ,                                     ,                                    ,                           706.840,                                    ,                                   ,                        
              MtBenson_0506Fertiliser276, 2006-01-17,                                 ,                      ,                      ,                       ,                   ,                   ,                    ,                               ,               ,                 ,                  ,                   ,                   ,                   ,                    ,                                     ,                                    ,                           868.000,                                    ,                                   ,                        
              MtBenson_0506Fertiliser276, 2006-02-06,                                 ,                      ,                      ,                       ,                   ,                   ,                    ,                               ,               ,                 ,                  ,                   ,                   ,                   ,                    ,                                     ,                                    ,                          1121.220,                                    ,                                   ,                        
              MtBenson_0506Fertiliser276, 2006-02-15,                                 ,                      ,                      ,                       ,                   ,                   ,                    ,                               ,               ,                 ,                  ,                   ,                   ,                   ,                    ,                                     ,                                    ,                          1243.230,                                    ,                                   ,                        
              MtBenson_0506Fertiliser276, 2006-02-28,                                 ,                      ,                      ,                       ,             87.320,            129.940,            2492.790,                          2.490,               ,                 ,                  ,                   ,                   ,              0.215,           11592.590,                              217.250,                                    ,                          1420.970,                                    ,                                   ,                        
              MtBenson_0506Fertiliser276, 2006-03-07,                            yield,                      ,                      ,                  0.018,                   ,                   ,            1776.800,                          1.780,               ,                 ,                  ,             31.450,                   ,              0.215,            8261.060,                                     ,                                    ,                          1509.090,                                    ,                                   ,                        
              MtBenson_0506Fertiliser500, 2005-11-22,                                 ,                 0.069,                 0.055,                  0.032,             37.540,              5.380,               0.500,                          0.000,               ,            1.300,             0.150,              0.010,              1.460,              0.120,               4.230,                               42.920,                               0.150,                           125.650,                                    ,                                   ,                        
              MtBenson_0506Fertiliser500, 2005-11-30,                                 ,                 0.059,                 0.048,                  0.022,            118.660,             23.160,              25.750,                          0.030,               ,            3.480,             0.560,              0.280,              4.320,              0.137,             187.390,                              141.820,                               0.400,                           222.000,                                    ,                                   ,                        
              MtBenson_0506Fertiliser500, 2005-12-07,                                 ,                 0.063,                 0.044,                  0.020,            160.140,             47.060,             100.980,                          0.100,               ,           10.150,             2.070,              2.050,             14.270,              0.146,             691.200,                              207.200,                               1.220,                           320.690,                                    ,                                   ,                        
              MtBenson_0506Fertiliser500, 2005-12-20,                                 ,                 0.059,                 0.035,                  0.020,            295.230,            117.010,             393.560,                          0.390,               ,           17.510,             4.140,              8.030,             29.680,              0.160,            2466.050,                              412.240,                               2.160,                           493.130,                                    ,                                   ,                        
              MtBenson_0506Fertiliser500, 2006-01-05,                                 ,                 0.052,                 0.031,                  0.019,            229.340,            127.090,             825.290,                          0.830,               ,           11.830,             3.990,             15.600,             31.420,              0.187,            4404.320,                              356.430,                               1.580,                           706.840,                                    ,                                   ,                        
              MtBenson_0506Fertiliser500, 2006-01-17,                                 ,                 0.044,                 0.029,                  0.016,            263.650,            127.370,            1133.160,                          1.130,               ,           11.600,             3.670,             18.700,             33.970,              0.194,            5879.630,                              391.020,                               1.530,                           868.000,                                    ,                                   ,                        
